19,2,1
20,1,2
21,2,1
22,2,1
23,1,2
24,2,1
25,2,1
26,1,2
27,2,1
28,1,2
29,2,1
30,2,1
31,1,2
32,1,2
33,2,1
34,2,1
35,1,2
36,1,2
37,1,2
38,2,1
39,2,1
40,1,2
41,2,1
42,1,2
43,2,1
44,2,1
45,2,1
46,1,2
47,1,2
48,1,2
49,2,1
50,1,2
51,2,1
52,1,2
53,2,1
54,2,1
55,1,2
56,2,1
57,2,1
58,2,1
59,2,1
60,1,2
61,1,2
62,1,2
63,2,1
64,2,1
65,1,2
66,2,1
67,2,1
68,1,2
69,2,1
70,1,2
71,1,2
72,1,2
73,2,1
74,1,2
75,1,2
76,1,2
77,1,2
78,1,2
79,2,1
80,1,2
81,2,1
82,2,1
83,2,1
84,2,1
85,1,2
86,2,1
87,2,1
88,2,1
89,2,1
90,2,1
91,1,2
92,1,2
93,1,2
94,1,2
95,2,1
96,1,2
97,2,1
98,2,1
99,2,1
0,3,1
1,3,1
2,1,3
3,1,3
4,1,3
5,3,1
6,1,3
7,3,1
8,1,3
9,1,3
10,3,1
11,1,3
12,1,3
13,3,1
14,3,1
15,3,1
16,1,3
17,3,1
18,3,1
19,3,1
20,1,3
21,3,1
22,3,1
23,3,1
24,3,1
25,3,1
26,1,3
27,3,1
28,3,1
29,3,1
30,3,1
31,3,1
32,1,3
33,3,1
34,3,1
35,1,3
36,3,1
37,1,3
38,3,1
39,3,1
40,1,3
41,3,1
42,1,3
43,3,1
44,3,1
45,3,1
46,1,3
47,3,1
48,1,3
49,3,1
50,1,3
51,3,1
52,3,1
53,3,1
54,3,1
55,1,3
56,3,1
57,3,1
58,3,1
59,3,1
60,3,1
61,1,3
62,1,3
63,3,1
64,3,1
65,1,3
66,3,1
67,3,1
68,1,3
69,3,1
70,3,1
71,1,3
72,1,3
73,3,1
74,1,3
75,1,3
76,1,3
77,1,3
78,1,3
79,3,1
80,1,3
81,3,1
82,3,1
83,3,1
84,3,1
85,1,3
86,3,1
87,3,1
88,3,1
89,3,1
90,3,1
91,1,3
92,3,1
93,1,3
94,1,3
95,3,1
96,1,3
97,3,1
98,3,1
99,3,1
0,4,1
1,4,1
2,1,4
3,4,1
4,4,1
5,4,1
6,1,4
7,4,1
8,4,1
9,4,1
10,4,1
11,4,1
12,1,4
13,4,1
14,4,1
15,4,1
16,1,4
17,4,1
18,4,1
19,4,1
20,1,4
21,4,1
22,4,1
23,4,1
24,4,1
25,4,1
26,4,1
27,4,1
28,4,1
29,4,1
30,4,1
31,4,1
32,1,4
33,4,1
34,4,1
35,4,1
36,4,1
37,4,1
38,4,1
39,4,1
40,4,1
41,4,1
42,4,1
43,4,1
44,4,1
45,4,1
46,4,1
47,4,1
48,1,4
49,4,1
50,4,1
51,4,1
52,4,1
53,4,1
54,4,1
55,1,4
56,4,1
57,4,1
58,4,1
59,4,1
60,1,4
61,4,1
62,1,4
63,4,1
64,4,1
65,4,1
66,4,1
67,4,1
68,4,1
69,4,1
70,4,1
71,1,4
72,4,1
73,4,1
74,1,4
75,1,4
76,1,4
77,4,1
78,1,4
79,4,1
80,4,1
81,4,1
82,4,1
83,4,1
84,4,1
85,4,1
86,4,1
87,4,1
88,4,1
89,4,1
90,4,1
91,4,1
92,4,1
93,4,1
94,4,1
95,4,1
96,4,1
97,4,1
98,4,1
99,4,1
0,2,3
1,2,3
2,3,2
3,3,2
4,3,2
5,3,2
6,3,2
7,3,2
8,3,2
9,3,2
10,3,2
11,3,2
12,3,2
13,2,3
14,3,2
15,3,2
16,3,2
17,3,2
18,3,2
19,3,2
20,3,2
21,2,3
22,3,2
23,3,2
24,3,2
25,3,2
26,3,2
27,3,2
28,3,2
29,3,2
30,2,3
31,3,2
32,3,2
33,3,2
34,3,2
35,3,2
36,3,2
37,3,2
38,2,3
39,3,2
40,3,2
41,3,2
42,3,2
43,3,2
44,2,3
45,2,3
46,3,2
47,3,2
48,3,2
49,3,2
50,3,2
51,3,2
52,3,2
53,2,3
54,3,2
55,3,2
56,3,2
57,3,2
58,2,3
59,3,2
60,3,2
61,3,2
62,3,2
63,2,3
64,2,3
65,3,2
66,3,2
67,2,3
68,3,2
69,3,2
70,3,2
71,3,2
72,3,2
73,3,2
74,3,2
75,3,2
76,3,2
77,3,2
78,3,2
79,3,2
80,2,3
81,2,3
82,2,3
83,3,2
84,3,2
85,3,2
86,3,2
87,3,2
88,3,2
89,3,2
90,3,2
91,3,2
92,3,2
93,3,2
94,3,2
95,2,3
96,3,2
97,3,2
98,3,2
99,2,3
0,2,4
1,2,4
2,4,2
3,4,2
4,4,2
5,2,4
6,4,2
7,4,2
8,4,2
9,4,2
10,2,4
11,4,2
12,4,2
13,2,4
14,2,4
15,2,4
16,4,2
17,2,4
18,2,4
19,2,4
20,4,2
21,2,4
22,4,2
23,4,2
24,2,4
25,2,4
26,4,2
27,2,4
28,4,2
29,4,2
30,2,4
31,4,2
32,4,2
33,2,4
34,2,4
35,4,2
36,4,2
37,4,2
38,2,4
39,2,4
40,4,2
41,2,4
42,4,2
43,2,4
44,2,4
45,4,2
46,4,2
47,4,2
48,4,2
49,2,4
50,4,2
51,2,4
52,4,2
53,2,4
54,2,4
55,4,2
56,2,4
57,2,4
58,4,2
59,2,4
60,4,2
61,4,2
62,4,2
63,4,2
64,2,4
65,4,2
66,2,4
67,4,2
68,4,2
69,2,4
70,4,2
71,4,2
72,4,2
73,2,4
74,4,2
75,4,2
76,4,2
77,4,2
78,4,2
79,2,4
80,4,2
81,2,4
82,2,4
83,2,4
84,2,4
85,4,2
86,2,4
87,2,4
88,2,4
89,2,4
90,2,4
91,4,2
92,4,2
93,4,2
94,4,2
95,2,4
96,4,2
97,2,4
98,2,4
99,2,4
0,4,3
1,4,3
2,4,3
3,4,3
4,4,3
5,3,4
6,3,4
7,3,4
8,4,3
9,4,3
10,3,4
11,4,3
12,4,3
13,3,4
14,3,4
15,3,4
16,4,3
17,3,4
18,3,4
19,3,4
20,4,3
21,3,4
22,3,4
23,4,3
24,3,4
25,3,4
26,4,3
27,3,4
28,3,4
29,3,4
30,3,4
31,3,4
32,4,3
33,3,4
34,3,4
35,4,3
36,3,4
37,4,3
38,4,3
39,3,4
40,4,3
41,3,4
42,4,3
43,3,4
44,3,4
45,4,3
46,4,3
47,4,3
48,4,3
49,3,4
50,4,3
51,3,4
52,4,3
53,3,4
54,3,4
55,4,3
56,3,4
57,3,4
58,4,3
59,3,4
60,3,4
61,4,3
62,4,3
63,4,3
64,3,4
65,4,3
66,3,4
67,4,3
68,4,3
69,3,4
70,3,4
71,4,3
72,4,3
73,3,4
74,4,3
75,4,3
76,4,3
77,4,3
78,4,3
79,3,4
80,4,3
81,3,4
82,3,4
83,3,4
84,3,4
85,4,3
86,3,4
87,3,4
88,3,4
89,3,4
90,3,4
91,4,3
92,3,4
93,4,3
94,4,3
95,3,4
96,4,3
97,3,4
98,3,4
99,3,4
